楼盘名称,租赁方式,户型,面积,朝向,房租,更新时间,采集时间,城市,区域,街道或片区,地段,地址,公交站,主图链接,楼盘详情链接,页面网址,标签
"庭院深深,此处留情)禧瑞都3居,显赫气派,闹市寻一片安静",整租,3室2厅,176㎡,朝东,26000元/月,,2018-11-02 22:01:02,北京,朝阳,CBD,首创禧瑞都,朝阳-CBD-首创禧瑞都,距10号线金台夕照站约443米，距呼家楼西公交站约499米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_418327300_1.htm,http://zu.fang.com/house-a01-b05510/i324/,
国贸 东大桥 团结湖 呼家楼口精装两居,整租,2室1厅,73㎡,朝南,6000元/月,,2018-11-02 22:01:03,北京,朝阳,CBD,呼家楼北里,朝阳-CBD-呼家楼北里,距10号线呼家楼站约702米，距呼家楼西公交站约721米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419470480_1.htm,http://zu.fang.com/house-a01-b05510/i324/,
,,,,,,,2018-11-02 22:01:03,北京,朝阳,CBD,,,,,,http://zu.fang.com/house-a01-b05510/i324/,
国贸东三环1号楼 落地窗 套书房 无西晒 刷卡入户 物业严格,整租,2室2厅,175㎡,朝东,30000元/月,,2018-11-02 22:01:03,北京,朝阳,CBD,首创禧瑞都,朝阳-CBD-首创禧瑞都,距10号线金台夕照站约443米，距呼家楼西公交站约499米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419134012_1.htm,http://zu.fang.com/house-a01-b05510/i324/,
呼家楼西里 2室1厅,整租,2室1厅,68㎡,朝南,6400元/月,,2018-11-02 22:01:03,北京,朝阳,CBD,呼家楼西里,朝阳-CBD-呼家楼西里,距10号线金台夕照站约282米，距呼家楼西公交站约267米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419423523_1.htm,http://zu.fang.com/house-a01-b05510/i324/,交通便利/周边配套齐/采光好
国贸 世.界城 南向新装修大开间 随时看房 免费健身 游泳,整租,1室0厅,58㎡,朝南,10500元/月,,2018-11-02 22:01:03,北京,朝阳,CBD,世界城,朝阳-CBD-世界城,距6号线东大桥站约564米，距呼家楼西公交站约730米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_418987735_1.htm,http://zu.fang.com/house-a01-b05510/i324/,交通便利
今日新增 世界城大开间 业主全新设计 一套 欲租从速,整租,1室1厅,61㎡,朝北,12000元/月,,2018-11-02 22:01:03,北京,朝阳,CBD,世界城,朝阳-CBD-世界城,距6号线东大桥站约564米，距呼家楼西公交站约730米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_415507290_1.htm,http://zu.fang.com/house-a01-b05510/i324/,
世桥国贸豪装两居 可两个月 新上真实好房随时看,整租,2室1厅,115㎡,朝南,10500元/月,,2018-11-02 22:01:03,北京,朝阳,CBD,世桥国贸公寓,朝阳-CBD-世桥国贸公寓,距10号线双井站约641米，距双井桥北公交站约635米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_401013382_1.htm,http://zu.fang.com/house-a01-b05510/i324/,
世界城南向开间一居+送健身会所卡+新城国际+世贸国际,整租,1室1厅,57㎡,朝南,10500元/月,,2018-11-02 22:01:03,北京,朝阳,CBD,世界城,朝阳-CBD-世界城,距6号线东大桥站约564米，距呼家楼西公交站约730米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_417881424_1.htm,http://zu.fang.com/house-a01-b05510/i324/,
国贸 天阶旁 正规一室一厅 免费健身 随时看房,整租,1室1厅,77㎡,朝北,14500元/月,,2018-11-02 22:01:03,北京,朝阳,CBD,世界城,朝阳-CBD-世界城,距6号线东大桥站约564米，距呼家楼西公交站约730米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_418315784_1.htm,http://zu.fang.com/house-a01-b05510/i324/,
国贸 世界城 89平南向一居室1.6万出租 随时起租,整租,1室1厅,89㎡,朝东,15000元/月,,2018-11-02 22:01:03,北京,朝阳,CBD,世界城,朝阳-CBD-世界城,距6号线东大桥站约564米，距呼家楼西公交站约730米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_417809174_1.htm,http://zu.fang.com/house-a01-b05510/i324/,交通便利/采光好
呼家楼新苑 精装两居出租 金台路地铁 金牛大厦 锐创大厦 京广桥,整租,2室1厅,80㎡,朝南,7500元/月,,2018-11-02 22:01:03,北京,朝阳,CBD,呼家楼新苑,朝阳-CBD-呼家楼新苑,距10号线呼家楼站约598米，距呼家楼西公交站约672米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_418847007_1.htm,http://zu.fang.com/house-a01-b05510/i324/,交通便利/周边配套齐/采光好
国贸 御金台高层三居 视野超赞家具齐全保养超棒!随时看房,整租,3室2厅,320㎡,朝东,55000元/月,,2018-11-02 22:01:03,北京,朝阳,CBD,御金台,朝阳-CBD-御金台,距10号线金台夕照站约367米，距呼家楼西公交站约230米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_418637605_1.htm,http://zu.fang.com/house-a01-b05510/i324/,采光好/交通便利/周边配套齐
呼家楼 关东店 新街大院 中国尊 央视精装主卧次卧便宜出租,合租次卧,3户合租,15㎡,朝南,1300元/月,,2018-11-02 22:01:03,北京,朝阳,CBD,呼家楼西里,朝阳-CBD-呼家楼西里,距10号线金台夕照站约282米，距呼家楼西公交站约267米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/hezu/3_418632768_1.htm,http://zu.fang.com/house-a01-b05510/i324/,交通便利/周边配套齐/全装全配
国贸 世界城 南向新装修大开间 随时看房 智能门锁,整租,1室1厅,57㎡,朝南,10500元/月,,2018-11-02 22:01:03,北京,朝阳,CBD,世界城,朝阳-CBD-世界城,距6号线东大桥站约564米，距呼家楼西公交站约730米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419147704_1.htm,http://zu.fang.com/house-a01-b05510/i324/,交通便利/采光好
世贸天阶+世界城南向一居室 高层全天采光 免费游泳健身 随时,整租,1室2厅,89㎡,朝南,14500元/月,,2018-11-02 22:01:03,北京,朝阳,CBD,世界城,朝阳-CBD-世界城,距6号线东大桥站约564米，距呼家楼西公交站约730米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_417882086_1.htm,http://zu.fang.com/house-a01-b05510/i324/,采光好
"御金台与千禧服务,房间保养超棒、家具家电顶级配置",整租,3室2厅,234㎡,朝东,49000元/月,,2018-11-02 22:01:03,北京,朝阳,CBD,御金台,朝阳-CBD-御金台,距10号线金台夕照站约367米，距呼家楼西公交站约230米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419138007_1.htm,http://zu.fang.com/house-a01-b05510/i324/,
世桥国贸 物业部直租租金包含双人健身卡看房随时,整租,2室2厅,148㎡,朝西,20000元/月,,2018-11-02 22:01:03,北京,朝阳,CBD,世桥国贸公寓,朝阳-CBD-世桥国贸公寓,距10号线双井站约641米，距双井桥北公交站约635米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419463130_1.htm,http://zu.fang.com/house-a01-b05510/i324/,
国贸世界城正南向一居室 楼 视野好 业主直租 随时看房,整租,1室1厅,89㎡,朝南,17000元/月,,2018-11-02 22:01:03,北京,朝阳,CBD,中骏世界城,朝阳-CBD-中骏世界城,距6号线东大桥站约564米，距呼家楼西公交站约730米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_417449306_1.htm,http://zu.fang.com/house-a01-b05510/i324/,交通便利/采光好/全装全配
御金台50层以上出租房源 观景西山故宫 随时看,整租,3室2厅,250㎡,朝西,41000元/月,,2018-11-02 22:01:04,北京,朝阳,CBD,御金台,朝阳-CBD-御金台,距10号线金台夕照站约367米，距呼家楼西公交站约230米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419068393_1.htm,http://zu.fang.com/house-a01-b05510/i324/,
新房空房 独门独卫明厨明卫 观夜景户型 物业严格全天大堂,整租,4室2厅,395㎡,朝西,130000元/月,,2018-11-02 22:01:04,北京,朝阳,CBD,首创禧瑞都,朝阳-CBD-首创禧瑞都,距10号线金台夕照站约443米，距呼家楼西公交站约499米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_418361122_1.htm,http://zu.fang.com/house-a01-b05510/i324/,
世.界城 高层 看花园 精装一居室 随时看房 免费会所,整租,1室1厅,89㎡,朝北,15000元/月,,2018-11-02 22:01:04,北京,朝阳,CBD,世界城,朝阳-CBD-世界城,距6号线东大桥站约564米，距呼家楼西公交站约730米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_418648974_1.htm,http://zu.fang.com/house-a01-b05510/i324/,
全落地飘窗!高层不临街!精致装修!入住即送3000元现金!,整租,3室2厅,176㎡,朝西,27000元/月,,2018-11-02 22:01:04,北京,朝阳,CBD,首创禧瑞都,朝阳-CBD-首创禧瑞都,距10号线金台夕照站约443米，距呼家楼西公交站约499米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_417870674_1.htm,http://zu.fang.com/house-a01-b05510/i324/,交通便利/周边配套齐/采光好
国贸 新城国际旁 房出租 新装修 保养好 随时看房,整租,1室1厅,76㎡,朝东,13000元/月,,2018-11-02 22:01:10,北京,朝阳,CBD,世界城,朝阳-CBD-世界城,距6号线东大桥站约564米，距呼家楼西公交站约730米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_418648035_1.htm,http://zu.fang.com/house-a01-b05510/i325/,首次出租
呼家楼北街好房出租团结湖/东大桥/甜水园/金台路/红庙,合租次卧,2户合租,60㎡,朝南,5900元/月,,2018-11-02 22:01:10,北京,朝阳,CBD,呼家楼北里,朝阳-CBD-呼家楼北里,距10号线呼家楼站约702米，距呼家楼西公交站约721米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/hezu/3_419210651_1.htm,http://zu.fang.com/house-a01-b05510/i325/,
国贸 天阶旁 正规一室一厅 免费健身 随时看房,整租,1室1厅,77㎡,朝北,14500元/月,,2018-11-02 22:01:10,北京,朝阳,CBD,世界城,朝阳-CBD-世界城,距6号线东大桥站约564米，距呼家楼西公交站约730米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_417881635_1.htm,http://zu.fang.com/house-a01-b05510/i325/,
国贸 世界城 89平南向一居室1.6万出租 随时起租,整租,1室1厅,89㎡,朝东,15000元/月,,2018-11-02 22:01:10,北京,朝阳,CBD,世界城,朝阳-CBD-世界城,距6号线东大桥站约564米，距呼家楼西公交站约730米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_417809174_1.htm,http://zu.fang.com/house-a01-b05510/i325/,交通便利/采光好
世界城 2居室 亲民价 诚意出租 随时看房 房主新装,整租,2室1厅,76㎡,朝北,13500元/月,,2018-11-02 22:01:10,北京,朝阳,CBD,世界城,朝阳-CBD-世界城,距6号线东大桥站约564米，距呼家楼西公交站约730米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_417809367_1.htm,http://zu.fang.com/house-a01-b05510/i325/,交通便利
中骏世界城 豪华开间 少有户型 一层一套 大飘窗 随时看房,整租,1室1厅,61㎡,朝北,10000元/月,,2018-11-02 22:01:10,北京,朝阳,CBD,中骏世界城,朝阳-CBD-中骏世界城,距6号线东大桥站约564米，距呼家楼西公交站约730米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419303502_1.htm,http://zu.fang.com/house-a01-b05510/i325/,交通便利/采光好/周边配套齐
国贸 世.界城 南向新装修大开间 随时看房 免费健身 游泳,整租,1室0厅,58㎡,朝南,10500元/月,,2018-11-02 22:01:10,北京,朝阳,CBD,世界城,朝阳-CBD-世界城,距6号线东大桥站约564米，距呼家楼西公交站约730米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_417881252_1.htm,http://zu.fang.com/house-a01-b05510/i325/,交通便利
国贸 金台夕照 简单家具家电 房子干净 看房方便,整租,2室1厅,57㎡,朝南,7300元/月,,2018-11-02 22:01:11,北京,朝阳,CBD,呼家楼新苑,朝阳-CBD-呼家楼新苑,距10号线呼家楼站约598米，距呼家楼西公交站约672米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419469949_1.htm,http://zu.fang.com/house-a01-b05510/i325/,
苏富比地産 旺座中心 189平米2+1 容纳20人,整租,3室2厅,189㎡,朝北,26000元/月,,2018-11-02 22:01:11,北京,朝阳,CBD,旺座中心,朝阳-CBD-旺座中心,距10号线金台夕照站约467米，距呼家楼西公交站约556米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_418865754_1.htm,http://zu.fang.com/house-a01-b05510/i325/,
国贸 天阶旁 正规一室一厅 免费健身 随时看房,整租,1室1厅,77㎡,朝北,14500元/月,,2018-11-02 22:01:11,北京,朝阳,CBD,世界城,朝阳-CBD-世界城,距6号线东大桥站约564米，距呼家楼西公交站约730米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_418648522_1.htm,http://zu.fang.com/house-a01-b05510/i325/,
,,,,,,,2018-11-02 22:01:11,北京,朝阳,CBD,,,,,,http://zu.fang.com/house-a01-b05510/i325/,
国贸世界城 豪华开间 家私齐全 本房实拍 随时看房 随时入住,整租,1室1厅,57㎡,朝南,10000元/月,,2018-11-02 22:01:11,北京,朝阳,CBD,世界城,朝阳-CBD-世界城,距6号线东大桥站约564米，距呼家楼西公交站约730米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419127369_1.htm,http://zu.fang.com/house-a01-b05510/i325/,交通便利/独门独卫/采光好
世贸天阶 世界城高层一居 环境好位置佳 家私齐全 免费会所,整租,1室2厅,76㎡,朝北,13300元/月,,2018-11-02 22:01:11,北京,朝阳,CBD,世界城,朝阳-CBD-世界城,距6号线东大桥站约564米，距呼家楼西公交站约730米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_417882321_1.htm,http://zu.fang.com/house-a01-b05510/i325/,
城物业直租 别具一格开间南向 舒适 家私齐全 有钥匙,整租,1室1厅,57㎡,朝南,11000元/月,,2018-11-02 22:01:11,北京,朝阳,CBD,世界城,朝阳-CBD-世界城,距6号线东大桥站约564米，距呼家楼西公交站约730米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419199317_1.htm,http://zu.fang.com/house-a01-b05510/i325/,
"禧瑞都高层东向南向无遮挡,2居室,家具齐全,带主灯,随时看",整租,2室2厅,175㎡,朝东,32000元/月,,2018-11-02 22:01:11,北京,朝阳,CBD,首创禧瑞都,朝阳-CBD-首创禧瑞都,距10号线金台夕照站约443米，距呼家楼西公交站约499米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_418337213_1.htm,http://zu.fang.com/house-a01-b05510/i325/,
国贸 世界城 南向开间出租 有钥匙 随时看 价格美丽,整租,1室1厅,57㎡,朝南,9800元/月,,2018-11-02 22:01:11,北京,朝阳,CBD,世界城,朝阳-CBD-世界城,距6号线东大桥站约564米，距呼家楼西公交站约730米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419406854_1.htm,http://zu.fang.com/house-a01-b05510/i325/,交通便利
世界城 2居室 亲民价 诚意出租 随时看房 房主新装,整租,2室1厅,76㎡,朝北,13500元/月,,2018-11-02 22:01:11,北京,朝阳,CBD,世界城,朝阳-CBD-世界城,距6号线东大桥站约564米，距呼家楼西公交站约730米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_417881009_1.htm,http://zu.fang.com/house-a01-b05510/i325/,交通便利
呼家楼 关东店 新街大院 中国尊 央视精装主卧次卧便宜出租,合租次卧,3户合租,15㎡,朝南,1300元/月,,2018-11-02 22:01:11,北京,朝阳,CBD,呼家楼西里,朝阳-CBD-呼家楼西里,距10号线金台夕照站约282米，距呼家楼西公交站约267米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/hezu/3_418632768_1.htm,http://zu.fang.com/house-a01-b05510/i325/,交通便利/周边配套齐/全装全配
"庭院深深,此处留情)禧瑞都3居,显赫气派,闹市寻一片安静",整租,3室2厅,176㎡,朝东,26000元/月,,2018-11-02 22:01:11,北京,朝阳,CBD,首创禧瑞都,朝阳-CBD-首创禧瑞都,距10号线金台夕照站约443米，距呼家楼西公交站约499米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_418247791_1.htm,http://zu.fang.com/house-a01-b05510/i325/,
世界城 高层北向大开间 装修好 保养棒 随时看房,整租,1室1厅,61㎡,朝北,10000元/月,,2018-11-02 22:01:11,北京,朝阳,CBD,世界城,朝阳-CBD-世界城,距6号线东大桥站约564米，距呼家楼西公交站约730米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_419407090_1.htm,http://zu.fang.com/house-a01-b05510/i325/,交通便利/采光好
国贸 区域 正规一居室 76平米 我有钥匙 随时看房,整租,1室1厅,76㎡,朝南,14500元/月,,2018-11-02 22:01:11,北京,朝阳,CBD,中骏世界城,朝阳-CBD-中骏世界城,距6号线东大桥站约564米，距呼家楼西公交站约730米,http://img.soufunimg.com/secondhouse/image/loading100_75.gif,http://zu.fang.com/chuzu/3_417713307_1.htm,http://zu.fang.com/house-a01-b05510/i325/,交通便利/周边配套齐/独门独卫
